date,plot,depth_pwchemistry,volume_ml_pwchemistry,npoc_mg.l_pwchemistry,npoc_mg_pwchemistry,tdn_mg.l_pwchemistry,tdn_mg_pwchemistry
2021-12-15,3,50,12,2.207,26.484,0.5962,7.1544
2021-12-15,4,10,33,0.3578,11.8074,1.331,43.923
2021-12-15,4,30,43,0.7786,33.4798,0.5619,24.1617
2021-12-15,4,50,54,1.238,66.852,0.7788,42.0552
2021-12-15,5,10,37,1.386,51.282,0.3594,13.2978
2021-12-15,5,30,52,0.592,30.784,0.0986,5.1272
2021-12-15,5,50,55,1.975,108.625,0.6903,37.9665
2021-12-15,6,10,55,0.4683,25.7565,0.07118,3.9149
2021-12-15,6,30,1,,,,
2021-12-15,6,50,54,0.5135,27.729,0.09818,5.3017
2021-12-28,1,10,0,,,,
2021-12-28,1,30,13,0.9843,12.7959,0.9043,11.7559
2021-12-28,1,50,19,1.077,20.463,0.7324,13.9156
2021-12-28,2,10,4,,,,
2021-12-28,2,30,6,3.206,19.236,1.2912,7.7472
2021-12-28,2,50,20,1.421,28.42,0.6062,12.124
2021-12-28,3,10,15,0.8538,12.807,1.466,21.99
2021-12-28,3,30,7,1.5774,11.0418,0.9754,6.8278
2021-12-28,3,50,2,,,,
2021-12-28,4,10,14,1.729,24.206,1.139,15.946
2021-12-28,4,30,7,1.8182,12.7274,0.6972,4.8804
2021-12-28,4,50,22,3.245,71.39,0.5839,12.8458
2021-12-28,5,10,6,2.11,12.66,1.21,7.26
2021-12-28,5,30,29,0.7166,20.7814,0.1102,3.1958
2021-12-28,5,50,12,2.596,31.152,1.482,17.784
2021-12-28,6,10,22,0.7121,15.6662,0.3035,6.677
2021-12-28,6,30,3,,,,
2021-12-28,6,50,35,0.2459,8.6065,0.1004,3.514
2022-01-12,1,10,2,,,,
2022-01-12,1,30,0,,,,
2022-01-12,1,50,0,,,,
2022-01-12,2,10,12,2.302,27.624,0.4459,5.3508
2022-01-12,2,30,0,,,,
2022-01-12,2,50,0,,,,
2022-01-12,3,10,21,1.127,23.667,1.832,38.472
2022-01-12,3,30,13,1.444,18.772,0.6694,8.7022
2022-01-12,3,50,5,,,,
2022-01-12,4,10,4,,,,
2022-01-12,4,30,5,,,,
2022-01-12,4,50,0,,,,
2022-01-12,5,10,4,,,,
2022-01-12,5,30,37,0.6697,24.7789,0.1151,4.2587
2022-01-12,5,50,11,2.637,29.007,1.184,13.024
2022-01-12,6,10,0,,,,
2022-01-12,6,30,14,1.942,27.188,0.3176,4.4464
2022-01-12,6,50,0,,,,
2022-01-25,1,10,0,,,,
2022-01-25,1,30,0,,,,
2022-01-25,1,50,0,,,,
2022-01-25,2,10,0,,,,
2022-01-25,2,30,0,,,,
2022-01-25,2,50,0,,,,
2022-01-25,3,10,1,,,,
2022-01-25,3,30,0,,,,
2022-01-25,3,50,0,,,,
2022-01-25,4,10,0,,,,
2022-01-25,4,30,0,,,,
2022-01-25,4,50,0,,,,
2022-01-25,5,10,0,,,,
2022-01-25,5,30,0,,,,
2022-01-25,5,50,2,,,,
2022-01-25,6,10,0,,,,
2022-01-25,6,30,0,,,,
2022-01-25,6,50,0,,,,
2022-02-08,1,10,12,1.191,14.292,0.2907,3.4884
2022-02-08,1,30,28,0.8865,24.822,0.5987,16.7636
2022-02-08,1,50,0,,,,
2022-02-08,2,10,19,2.824,53.656,0.4218,8.0142
2022-02-08,2,30,0,,,,
2022-02-08,2,50,51,0.8536,43.5336,0.4347,22.1697
2022-02-08,3,10,36,0.8565,30.834,1.202,43.272
2022-02-08,3,30,9,1.857,16.713,0.6728,6.0552
2022-02-08,3,50,3,,,,
2022-02-08,4,10,3,,,,
2022-02-08,4,30,26,1.106,28.756,0.6404,16.6504
2022-02-08,4,50,38,0.5857,22.2566,0.1717,6.5246
2022-02-08,5,10,12,1.374,16.488,0.5029,6.0348
2022-02-08,5,30,52,0.813,42.276,0.09376,4.8755
2022-02-08,5,50,17,2.259,38.403,0.8643,14.6931
2022-02-08,6,10,30,1.102,33.06,0.08227,2.4681
2022-02-08,6,30,17,2.224,37.808,0.2351,3.9967
2022-02-08,6,50,17,1.055,17.935,0.2086,3.5462
2022-02-23,1,10,0,,,,
2022-02-23,1,30,6,6.248,37.488,2.55,15.3
2022-02-23,1,50,0,,,,
2022-02-23,2,10,0,,,,
2022-02-23,2,30,0,,,,
2022-02-23,2,50,0,,,,
2022-02-23,3,10,10,5.649,56.49,1.529,15.29
2022-02-23,3,30,3,,,,
2022-02-23,3,50,0,,,,
2022-02-23,4,10,0,,,,
2022-02-23,4,30,2,,,,
2022-02-23,4,50,6,7.128,42.768,0.3888,2.3328
2022-02-23,5,10,7,3.13,21.91,0.8444,5.9108
2022-02-23,5,30,31,0.8051,24.9581,0.06682,2.0714
2022-02-23,5,50,33,1.348,44.484,1.762,58.146
2022-02-23,6,10,0,,,,
2022-02-23,6,30,0,,,,
2022-02-23,6,50,42,0.5287,22.2054,0.1989,8.3538
2022-03-08,1,10,17,1.241,21.097,0.1152,1.9584
2022-03-08,1,30,0,,,,
2022-03-08,1,50,0,,,,
2022-03-08,2,10,39,2.688,104.832,0.1966,7.6674
2022-03-08,2,30,18,2.375,42.75,0.2807,5.0526
2022-03-08,2,50,,0.471,,0.3641,
2022-03-08,3,10,25,0.9398,23.495,1.457,36.425
2022-03-08,3,30,16,1.644,26.304,0.9559,15.2944
2022-03-08,3,50,0,,,,
2022-03-08,4,10,7,4.758,33.306,0.6174,4.3218
2022-03-08,4,30,36,0.5265,18.954,0.4128,14.8608
2022-03-08,4,50,26,0.6987,18.1662,0.1191,3.0966
2022-03-08,5,10,55,1.146,63.03,0.2647,14.5585
2022-03-08,5,30,21,1.254,26.334,0.09901,2.0792
2022-03-08,5,50,31,1.706,52.886,0.5718,17.7258
2022-03-08,6,10,16,1.876,30.016,0.2169,3.4704
2022-03-08,6,30,0,,,,
2022-03-08,6,50,36,0.4513,16.2468,0.187,6.732
2022-03-22,1,10,0,,,,
2022-03-22,1,30,0,,,,
2022-03-22,1,50,0,,,,
2022-03-22,2,10,0,,,,
2022-03-22,2,30,0,,,,
2022-03-22,2,50,3,,,,
2022-03-22,3,10,2,,,,
2022-03-22,3,30,0,1.1216,0,0.144,0
2022-03-22,3,50,0,,,,
2022-03-22,4,10,0,,,,
2022-03-22,4,30,0,,,,
2022-03-22,4,50,0,,,,
2022-03-22,5,10,0,,,,
2022-03-22,5,30,6,,,,
2022-03-22,5,50,3,,,,
2022-03-22,6,10,3,,,,
2022-03-22,6,30,0,,,,
2022-03-22,6,50,14,0.6301,8.8214,0.1848,2.5872
2022-04-05,1,10,0,,,,
2022-04-05,1,30,0,,,,
2022-04-05,1,50,0,,,,
2022-04-05,2,10,0,,,,
2022-04-05,2,30,0,,,,
2022-04-05,2,50,0,,,,
2022-04-05,3,10,0,,,,
2022-04-05,3,30,0,,,,
2022-04-05,3,50,0,,,,
2022-04-05,4,10,0,,,,
2022-04-05,4,30,0,,,,
2022-04-05,4,50,0,,,,
2022-04-05,5,10,0,,,,
2022-04-05,5,30,0,,,,
2022-04-05,5,50,0,,,,
2022-04-05,6,10,0,,,,
2022-04-05,6,30,0,,,,
2022-04-05,6,50,0,,,,
2022-04-19,1,10,0,,,,
2022-04-19,1,30,0,,,,
2022-04-19,1,50,0,,,,
2022-04-19,2,10,0,,,,
2022-04-19,2,30,0,,,,
2022-04-19,2,50,0,,,,
2022-04-19,3,10,1,,,,
2022-04-19,3,30,0,,,,
2022-04-19,3,50,0,,,,
2022-04-19,4,10,0,,,,
2022-04-19,4,30,0,,,,
2022-04-19,4,50,0,,,,
2022-04-19,5,10,0,,,,
2022-04-19,5,30,0,,,,
2022-04-19,5,50,0,,,,
2022-04-19,6,10,0,,,,
2022-04-19,6,30,0,,,,
2022-04-19,6,50,0,,,,
2022-05-03,1,10,0,,,,
2022-05-03,1,30,19,0.6333,12.0327,0.5181,9.8439
2022-05-03,1,50,0,,,,
2022-05-03,2,10,4,,,,
2022-05-03,2,30,5,3.004,15.02,0.4148,2.074
2022-05-03,2,50,22,0.8705,19.151,0.4782,10.5204
2022-05-03,3,10,25,1.276,31.9,0.3287,8.2175
2022-05-03,3,30,1,,,,
2022-05-03,3,50,0,,,,
2022-05-03,4,10,0,,,,
2022-05-03,4,30,19,1.614,30.666,0.7995,15.1905
2022-05-03,4,50,0,,,,
2022-05-03,5,10,7,3.75,26.25,0.419,2.933
2022-05-03,5,30,0,,,,
2022-05-03,5,50,0,,,,
2022-05-03,6,10,0,,,,
2022-05-03,6,30,5,2.336,11.68,0.3496,1.748
2022-05-03,6,50,0,,,,
2022-05-17,1,10,0,,,,
2022-05-17,1,30,0,,,,
2022-05-17,1,50,0,,,,
2022-05-17,2,10,0,,,,
2022-05-17,2,30,0,,,,
2022-05-17,2,50,1,,,,
2022-05-17,3,10,40,0.5376,21.504,0.1587,6.348
2022-05-17,3,30,0,,,,
2022-05-17,3,50,0,,,,
2022-05-17,4,10,0,,,,
2022-05-17,4,30,5,3.522,17.61,1.0786,5.393
2022-05-17,4,50,0,,,,
2022-05-17,5,10,37,1.136,42.032,0.2401,8.8837
2022-05-17,5,30,30,1.48,44.4,0.07865,2.3595
2022-05-17,5,50,33,1.905,62.865,0.446,14.718
2022-05-17,6,10,0,,,,
2022-05-17,6,30,5,3.074,15.37,0.4096,2.048
2022-05-17,6,50,5,2.678,13.39,0.2002,1.001
2022-06-02,1,10,0,,,,
2022-06-02,1,30,0,,,,
2022-06-02,1,50,0,,,,
2022-06-02,2,10,0,,,,
2022-06-02,2,30,0,,,,
2022-06-02,2,50,0,,,,
2022-06-02,3,10,0,,,,
2022-06-02,3,30,0,,,,
2022-06-02,3,50,0,,,,
2022-06-02,4,10,0,,,,
2022-06-02,4,30,0,,,,
2022-06-02,4,50,0,,,,
2022-06-02,5,10,0,,,,
2022-06-02,5,30,0,,,,
2022-06-02,5,50,0,,,,
2022-06-02,6,10,0,,,,
2022-06-02,6,30,0,,,,
2022-06-02,6,50,0,,,,
2022-06-14,1,10,0,,,,
2022-06-14,1,30,0,,,,
2022-06-14,1,50,0,,,,
2022-06-14,2,10,0,,,,
2022-06-14,2,30,0,,,,
2022-06-14,2,50,0,,,,
2022-06-14,3,10,0,,,,
2022-06-14,3,30,0,,,,
2022-06-14,3,50,0,,,,
2022-06-14,4,10,0,,,,
2022-06-14,4,30,0,,,,
2022-06-14,4,50,0,,,,
2022-06-14,5,10,0,,,,
2022-06-14,5,30,0,,,,
2022-06-14,5,50,0,,,,
2022-06-14,6,10,0,,,,
2022-06-14,6,30,0,,,,
2022-06-14,6,50,0,,,,
2022-06-28,1,10,0,,,,
2022-06-28,1,30,0,,,,
2022-06-28,1,50,0,,,,
2022-06-28,2,10,0,,,,
2022-06-28,2,30,0,,,,
2022-06-28,2,50,0,,,,
2022-06-28,3,10,0,,,,
2022-06-28,3,30,0,,,,
2022-06-28,3,50,0,,,,
2022-06-28,4,10,0,,,,
2022-06-28,4,30,0,,,,
2022-06-28,4,50,0,,,,
2022-06-28,5,10,0,,,,
2022-06-28,5,30,0,,,,
2022-06-28,5,50,0,,,,
2022-06-28,6,10,0,,,,
2022-06-28,6,30,0,,,,
2022-06-28,6,50,0,,,,
2022-07-12,1,10,1,,,,
2022-07-12,1,30,14,2.482,34.748,0.9183,12.8562
2022-07-12,1,50,0,,,,
2022-07-12,2,10,1,,,,
2022-07-12,2,30,3.5,,,,
2022-07-12,2,50,18,1.569,28.242,1,18
2022-07-12,3,10,10,4.968,49.68,1.032,10.32
2022-07-12,3,30,4,,,,
2022-07-12,3,50,0,,,,
2022-07-12,4,10,0,,,,
2022-07-12,4,30,4,,,,
2022-07-12,4,50,0,,,,
2022-07-12,5,10,0,,,,
2022-07-12,5,30,23,2.357,54.211,0.2458,5.6534
2022-07-12,5,50,8,4.318,34.544,1.7564,14.0512
2022-07-12,6,10,11,1.685,18.535,0.3635,3.9985
2022-07-12,6,30,17,2.318,39.406,0.4617,7.8489
2022-07-12,6,50,0,,,,
2022-07-26,1,10,0,,,,
2022-07-26,1,30,22,1.26,27.72,0.7158,15.7476
2022-07-26,1,50,0,,,,
2022-07-26,2,10,1,,,,
2022-07-26,2,30,1,,,,
2022-07-26,2,50,14,1.253,17.542,0.5665,7.931
2022-07-26,3,10,10,3.714,37.14,0.8206,8.206
2022-07-26,3,30,1,,,,
2022-07-26,3,50,1,,,,
2022-07-26,4,10,0,,,,
2022-07-26,4,30,0,,,,
2022-07-26,4,50,0,,,,
2022-07-26,5,10,10,4.41,44.1,2.918,29.18
2022-07-26,5,30,34,1.064,36.176,0.2237,7.6058
2022-07-26,5,50,0,,,,
2022-07-26,6,10,14,5.121,71.694,0.3087,4.3218
2022-07-26,6,30,13,2.141,27.833,0.412,5.356
2022-07-26,6,50,14,0.883,12.362,0.3822,5.3508
2022-08-09,1,10,0,,,,
2022-08-09,1,30,,,,,
2022-08-09,1,50,0,,,,
2022-08-09,2,10,2,,,,
2022-08-09,2,30,1,,,,
2022-08-09,2,50,1,3.859,3.859,0.662,0.662
2022-08-09,3,10,11,3.815,41.965,0.7692,8.4612
2022-08-09,3,30,1,,,,
2022-08-09,3,50,1,,,,
2022-08-09,4,10,0,,,,
2022-08-09,4,30,1,,,,
2022-08-09,4,50,0,,,,
2022-08-09,5,10,10,5.503,55.03,3.462,34.62
2022-08-09,5,30,25,1.545,38.625,0.145,3.625
2022-08-09,5,50,10,3.396,33.96,1.8878,18.878
2022-08-09,6,10,14,3.602,50.428,0.3328,4.6592
2022-08-09,6,30,18,3.298,59.364,0.362,6.516
2022-08-09,6,50,16,3.503,56.048,0.5876,9.4016
2022-08-23,1,10,44,0.8499,37.3956,0.2626,11.5544
2022-08-23,1,30,55,0.673,37.015,0.5947,32.7085
2022-08-23,1,50,15,1.068,16.02,0.1625,2.4375
2022-08-23,2,10,55,0.9521,52.3655,1.274,70.07
2022-08-23,2,30,55,0.6738,37.059,0.6268,34.474
2022-08-23,2,50,53,0.6481,34.3493,0.2588,13.7164
2022-08-23,3,10,55,0.612,33.66,0.7933,43.6315
2022-08-23,3,30,10,2.17,21.7,0.579,5.79
2022-08-23,3,50,44,2.047,90.068,0.2255,9.922
2022-08-23,4,10,15,1.577,23.655,0.4806,7.209
2022-08-23,4,30,55,0.8526,46.893,0.9478,52.129
2022-08-23,4,50,18,1.547,27.846,0.3546,6.3828
2022-08-23,5,10,55,1.277,70.235,0.3705,20.3775
2022-08-23,5,30,55,0.6553,36.0415,0.2622,14.421
2022-08-23,5,50,55,3.706,203.83,1.566,86.13
2022-08-23,6,10,55,1.091,60.005,0.2005,11.0275
2022-08-23,6,30,55,0.8368,46.024,0.4027,22.1485
2022-08-23,6,50,55,0.6188,34.034,0.5182,28.501
2022-09-08,1,10,46,1.322,60.812,0.3045,14.007
2022-09-08,1,30,55,0.7155,39.3525,0.4692,25.806
2022-09-08,1,50,57,0.6734,38.3838,0.35,19.95
2022-09-08,2,10,55,0.912,50.16,0.3389,18.6395
2022-09-08,2,30,55,0.936,51.48,0.3236,17.798
2022-09-08,2,50,55,0.6541,35.9755,0.6059,33.3245
2022-09-08,3,10,42,1.137,47.754,0.8459,35.5278
2022-09-08,3,30,10,2.413,24.13,0.7648,7.648
2022-09-08,3,50,31,1.257,38.967,0.5065,15.7015
2022-09-08,4,10,52,1.361,70.772,0.8277,43.0404
2022-09-08,4,30,50,0.8234,41.17,0.7199,35.995
2022-09-08,4,50,53,1.215,64.395,0.4398,23.3094
2022-09-08,5,10,36,1.494,53.784,0.8108,29.1888
2022-09-08,5,30,55,1.277,70.235,0.5007,27.5385
2022-09-08,5,50,55,3.844,211.42,1.957,107.635
2022-09-08,6,10,45,1.2,54,0.3461,15.5745
2022-09-08,6,30,55,1.065,58.575,0.5461,30.0355
2022-09-08,6,50,55,0.6944,38.192,0.6395,35.1725
2022-10-04,1,10,2,,,,
2022-10-04,1,30,11,1.162,12.782,0.4617,5.0787
2022-10-04,1,50,3,,,,
2022-10-04,2,10,5,,,,
2022-10-04,2,30,8,2.559,20.472,0.8421,6.7368
2022-10-04,2,50,19,0.9188,17.4572,0.6021,11.4399
2022-10-04,3,10,9,2.67,24.03,0.7328,6.5952
2022-10-04,3,30,0,,,,
2022-10-04,3,50,0,,,,
2022-10-04,4,10,3,,,,
2022-10-04,4,30,0,,,,
2022-10-04,4,50,7,0.1471,1.0294,0,0
2022-10-04,5,10,9,3.972,35.748,1.3718,12.3462
2022-10-04,5,30,22,0.8684,19.1048,0.4069,8.9518
2022-10-04,5,50,11,2.442,26.862,2.234,24.574
2022-10-04,6,10,13,2.065,26.845,0.5246,6.8198
2022-10-04,6,30,15,1.339,20.085,0.5811,8.7165
2022-10-04,6,50,22,1.042,22.924,0.5273,11.6006
2022-10-18,1,10,3,1.374,4.122,3.967,11.901
2022-10-18,1,30,15,1.027,15.405,0.4162,6.243
2022-10-18,1,50,7,1.9362,13.5534,0.3688,2.5816
2022-10-18,2,10,12,,,,
2022-10-18,2,30,11,1.7726,19.4986,0.2946,3.2406
2022-10-18,2,50,22,0.6866,15.1052,0.6171,13.5762
2022-10-18,3,10,12,1.189,14.268,0.7789,9.3468
2022-10-18,3,30,1,,,,
2022-10-18,3,50,0,,,,
2022-10-18,4,10,4,,,,
2022-10-18,4,30,10,1.079,10.79,0.7522,7.522
2022-10-18,4,50,21,0.6518,13.6878,0.2012,4.2252
2022-10-18,5,10,10,1.741,17.41,1.35,13.5
2022-10-18,5,30,26,0.6095,15.847,0.3916,10.1816
2022-10-18,5,50,14,1.563,21.882,2.362,33.068
2022-10-18,6,10,11,0.8419,9.2609,0.2484,2.7324
2022-10-18,6,30,19,0.7554,14.3526,0.5286,10.0434
2022-10-18,6,50,21,0.6572,13.8012,0.4244,8.9124
2022-11-01,1,10,11,1.5442,16.9862,0.7708,8.4788
2022-11-01,1,30,25,0.6781,16.9525,0.2651,6.6275
2022-11-01,1,50,30,0.5283,15.849,0.1849,5.547
2022-11-01,2,10,19,0.9905,18.8195,3.501,66.519
2022-11-01,2,30,17,0.7702,13.0934,0.611,10.387
2022-11-01,2,50,25,0.4373,10.9325,0.5022,12.555
2022-11-01,3,10,19,0.9176,17.4344,0.787,14.953
2022-11-01,3,30,3,,,,
2022-11-01,3,50,3,,,,
2022-11-01,4,10,10,1.607,16.07,0.6509,6.509
2022-11-01,4,30,15,1.026,15.39,1.184,17.76
2022-11-01,4,50,33,0.7008,23.1264,0.2223,7.3359
2022-11-01,5,10,15,1.074,16.11,1.198,17.97
2022-11-01,5,30,40,0.4398,17.592,0.2281,9.124
2022-11-01,5,50,19,1.102,20.938,1.559,29.621
2022-11-01,6,10,23,0.8615,19.8145,0.2381,5.4763
2022-11-01,6,30,29,0.6009,17.4261,0.6346,18.4034
2022-11-01,6,50,45,0.7673,34.5285,0.5412,24.354
2022-11-16,1,10,21,0.6619,13.8999,0.2745,5.7645
2022-11-16,1,30,42,0.4463,18.7446,0.2907,12.2094
2022-11-16,1,50,50,0.463,23.15,0.07445,3.7225
2022-11-16,2,10,42,0.6333,26.5986,2.717,114.114
2022-11-16,2,30,47,0.4624,21.7328,0.4942,23.2274
2022-11-16,2,50,50,0.4807,24.035,0.79,39.5
2022-11-16,3,10,45,0.4248,19.116,1.091,49.095
2022-11-16,3,30,7,0.7992,5.5944,0.2966,2.0762
2022-11-16,3,50,6,1.3654,8.1924,0.5056,3.0336
2022-11-16,4,10,23,1.2638,29.0674,0.7016,16.1368
2022-11-16,4,30,42,0.7028,29.5176,2.612,109.704
2022-11-16,4,50,50,0.5152,25.76,0.2471,12.355
2022-11-16,5,10,30,0.7201,21.603,0.443,13.29
2022-11-16,5,30,50,0.4089,20.445,0.1765,8.825
2022-11-16,5,50,50,1.214,60.7,0.4271,21.355
2022-11-16,6,10,38,0.4079,15.5002,0.3408,12.9504
2022-11-16,6,30,50,0.7924,39.62,0.4365,21.825
2022-11-16,6,50,50,0.7677,38.385,0.6761,33.805
2022-11-29,1,10,3,,,,
2022-11-29,1,30,17,0.6225,10.5825,0.4209,7.1553
2022-11-29,1,50,19,0.5362,10.1878,0.2384,4.5296
2022-11-29,2,10,16,1.106,17.696,2.07,33.12
2022-11-29,2,30,12,0.7283,8.7396,0.6484,7.7808
2022-11-29,2,50,25,0.8243,20.6075,0.8908,22.27
2022-11-29,3,10,14,0.7135,9.989,0.899,12.586
2022-11-29,3,30,3,,,,
2022-11-29,3,50,1,,,,
2022-11-29,4,10,5,1.6712,8.356,0.4212,2.106
2022-11-29,4,30,10,0.9173,9.173,1.513,15.13
2022-11-29,4,50,20,0.7188,14.376,0.2181,4.362
2022-11-29,5,10,14,1.545,21.63,0.7966,11.1524
2022-11-29,5,30,29,0.7885,22.8665,0.2673,7.7517
2022-11-29,5,50,55,2.119,116.545,0.6817,37.4935
2022-11-29,6,10,15,0.6122,9.183,0.5098,7.647
2022-11-29,6,30,20,0.6818,13.636,0.5363,10.726
2022-11-29,6,50,27,0.8304,22.4208,0.7406,19.9962
2022-12-15,1,10,7,1.0114,7.0798,0.6236,4.3652
2022-12-15,1,30,0,,,,
2022-12-15,1,50,3,,,,
2022-12-15,2,10,8,1.4648,11.7184,1.9618,15.6944
2022-12-15,2,30,10,1.244,12.44,0.8142,8.142
2022-12-15,2,50,17,0.7768,13.2056,0.9979,16.9643
2022-12-15,3,10,3,,,,
2022-12-15,3,30,0,,,,
2022-12-15,3,50,0,,,,
2022-12-15,4,10,0,,,,
2022-12-15,4,30,0,,,,
2022-12-15,4,50,0,,,,
2022-12-15,5,10,4,,,,
2022-12-15,5,30,6,1.334,8.004,0.3124,1.8744
2022-12-15,5,50,2,,,,
2022-12-15,6,10,0,,,,
2022-12-15,6,30,1,,,,
2022-12-15,6,50,3,,,,
2022-12-28,1,10,0,,,,
2022-12-28,1,30,1,,,,
2022-12-28,1,50,0,,,,
2022-12-28,2,10,25,0.7727,19.3175,1.866,46.65
2022-12-28,2,30,13,1.261,16.393,0.8255,10.7315
2022-12-28,2,50,5,1.1418,5.709,0.6748,3.374
2022-12-28,3,10,12,1.554,18.648,1.264,15.168
2022-12-28,3,30,0,,,,
2022-12-28,3,50,0,,,,
2022-12-28,4,10,0,,,,
2022-12-28,4,30,0,,,,
2022-12-28,4,50,0,,,,
2022-12-28,5,10,15,1.164,17.46,1.187,17.805
2022-12-28,5,30,15,0.808,12.12,0.388,5.82
2022-12-28,5,50,36,1.87,67.32,0.6367,22.9212
2022-12-28,6,10,9,1.667,15.003,0.5864,5.2776
2022-12-28,6,30,2,,,,
2022-12-28,6,50,0,,,,
2023-01-12,1,10,5,,,,
2023-01-12,1,30,25,2.089,52.225,0.3383,8.4575
2023-01-12,1,50,34,2.115,71.91,0.3571,12.1414
2023-01-12,2,10,1,,,,
2023-01-12,2,30,35,1.922,67.27,1.077,37.695
2023-01-12,2,50,40,1.487,59.48,0.8107,32.428
2023-01-12,3,10,19,2.652,50.388,1.331,25.289
2023-01-12,3,30,4,,,,
2023-01-12,3,50,,,,,
2023-01-12,4,10,0,,,,
2023-01-12,4,30,33,0.801,26.433,0.6183,20.4039
2023-01-12,4,50,37,1.737,64.269,0.2706,10.0122
2023-01-12,5,10,13,3.651,47.463,1.794,23.322
2023-01-12,5,30,30,1.417,42.51,0.1903,5.709
2023-01-12,5,50,52,2.866,149.032,1.156,60.112
2023-01-12,6,10,40,1.67,66.8,0.5156,20.624
2023-01-12,6,30,38,0.1768,6.7184,0.00127,0.0483
2023-01-12,6,50,43,0.9806,42.1658,0.3489,15.0027
2023-01-25,1,10,0,,,,
2023-01-25,1,30,9,0.6993,6.2937,0.1677,1.5093
2023-01-25,1,50,15,1.817,27.255,0.4855,7.2825
2023-01-25,2,10,0,,,,
2023-01-25,2,30,5,,,,
2023-01-25,2,50,13,1.56,20.28,0.8449,10.9837
2023-01-25,3,10,5,,,,
2023-01-25,3,30,0,,,,
2023-01-25,3,50,0,,,,
2023-01-25,4,10,0,,,,
2023-01-25,4,30,1,,,,
2023-01-25,4,50,5,,,,
2023-01-25,5,10,3,,,,
2023-01-25,5,30,5,,,,
2023-01-25,5,50,3,,,,
2023-01-25,6,10,5,,,,
2023-01-25,6,30,6,1.314,7.884,0.2538,1.5228
2023-01-25,6,50,10,1.452,14.52,0.4638,4.638
2023-02-07,1,10,1,,,,
2023-02-07,1,30,5,,,,
2023-02-07,1,50,8,0.7274,5.8192,0.1954,1.5632
2023-02-07,2,10,0,,,,
2023-02-07,2,30,2,,,,
2023-02-07,2,50,7,1.172,8.204,0.6604,4.6228
2023-02-07,3,10,20,1.102,22.04,1.342,26.84
2023-02-07,3,30,5,,,,
2023-02-07,3,50,4,,,,
2023-02-07,4,10,4,,,,
2023-02-07,4,30,10,1.4098,14.098,1.2048,12.048
2023-02-07,4,50,2,,,,
2023-02-07,5,10,15,1.637,24.555,0.3517,5.2755
2023-02-07,5,30,45,0.9054,40.743,0.1877,8.4465
2023-02-07,5,50,17,1.484,25.228,0.7293,12.3981
2023-02-07,6,10,18,1.084,19.512,0.6437,11.5866
2023-02-07,6,30,22,1.221,26.862,0.5182,11.4004
2023-02-07,6,50,40,0.6541,26.164,0.2965,11.86
2023-02-22,1,10,0,,,,
2023-02-22,1,30,0,,,,
2023-02-22,1,50,1,,,,
2023-02-22,2,10,0,,,,
2023-02-22,2,30,0,,,,
2023-02-22,2,50,1,,,,
2023-02-22,3,10,4,,,,
2023-02-22,3,30,0,,,,
2023-02-22,3,50,0,,,,
2023-02-22,4,10,0,,,,
2023-02-22,4,30,0,,,,
2023-02-22,4,50,0,,,,
2023-02-22,5,10,5,,,,
2023-02-22,5,30,8,1.5224,12.1792,0.5038,4.0304
2023-02-22,5,50,6,1.6686,10.0116,0.877,5.262
2023-02-22,6,10,0,,,,
2023-02-22,6,30,0,,,,
2023-02-22,6,50,2,,,,
2023-03-07,1,10,0,,,,
2023-03-07,1,30,0,,,,
2023-03-07,1,50,0,,,,
2023-03-07,2,10,,,,,
2023-03-07,2,30,0,,,,
2023-03-07,2,50,0,,,,
2023-03-07,3,10,0,,,,
2023-03-07,3,30,0,,,,
2023-03-07,3,50,0,,,,
2023-03-07,4,10,0,,,,
2023-03-07,4,30,0,,,,
2023-03-07,4,50,0,,,,
2023-03-07,5,10,0,,,,
2023-03-07,5,30,0,,,,
2023-03-07,5,50,0,,,,
2023-03-07,6,10,0,,,,
2023-03-07,6,30,0,,,,
2023-03-07,6,50,0,,,,
2023-03-21,1,10,0,,,,
2023-03-21,1,30,1,,,,
2023-03-21,1,50,0,,,,
2023-03-21,2,10,0,,,,
2023-03-21,2,30,0,,,,
2023-03-21,2,50,0,,,,
2023-03-21,3,10,3,,,,
2023-03-21,3,30,0,,,,
2023-03-21,3,50,0,,,,
2023-03-21,4,10,0,,,,
2023-03-21,4,30,7,,,,
2023-03-21,4,50,0,,,,
2023-03-21,5,10,2,,,,
2023-03-21,5,30,8,1.2136,9.7088,0.3242,2.5936
2023-03-21,5,50,4,,,,
2023-03-21,6,10,1,,,,
2023-03-21,6,30,5,,,,
2023-03-21,6,50,8,1.1726,9.3808,0.3392,2.7136
2023-04-04,1,10,0,,,,
2023-04-04,1,30,0,,,,
2023-04-04,1,50,0,,,,
2023-04-04,2,10,0,,,,
2023-04-04,2,30,0,,,,
2023-04-04,2,50,0,,,,
2023-04-04,3,10,0,,,,
2023-04-04,3,30,0,,,,
2023-04-04,3,50,0,,,,
2023-04-04,4,10,0,,,,
2023-04-04,4,30,0,,,,
2023-04-04,4,50,0,,,,
2023-04-04,5,10,1,,,,
2023-04-04,5,30,4,,,,
2023-04-04,5,50,1,,,,
2023-04-04,6,10,0,,,,
2023-04-04,6,30,0,,,,
2023-04-04,6,50,0,,,,
2023-04-18,1,10,0,,,,
2023-04-18,1,30,0,,,,
