date,plot,depth_pwchemistry,volume_ml_pwchemistry,npoc_mg.l_pwchemistry,npoc_mg_pwchemistry,tdn_mg.l_pwchemistry,tdn_mg_pwchemistry
2019-07-17,1,50,0,,,,
2019-07-17,2,10,4,,,,
2019-07-17,2,30,0,,,,
2019-07-17,2,50,5,3.972,0.0199,1.112,0.00556
2019-07-17,3,10,46,1.9992,0.092,0.1587,0.00729836
2019-07-17,3,30,27,0.8416,0.0227,0.1937,0.00522882
2019-07-17,3,50,10,5.326,0.0533,1.0524,0.010524
2019-07-17,4,10,0,,,,
2019-07-17,4,30,48,0.8116,0.039,0.5058,0.0242784
2019-07-17,4,50,0,,,,
2019-07-17,5,10,46,2.452,0.1128,0.2322,0.0106812
2019-07-17,5,30,46,0.658,0.0303,0.1452,0.00668104
2019-07-17,5,50,37,0.8692,0.0322,0.2626,0.0097162
2019-07-17,6,10,52,3.172,0.1649,0.3878,0.0201656
2019-07-17,6,30,2,,,,
2019-07-17,6,50,33,1.4212,0.0469,1.0688,0.0352704
2019-07-30,1,10,14,5.336,0.0747,0.4884,0.0068376
2019-07-30,1,30,0,,,,
2019-07-30,1,50,0,,,,
2019-07-30,2,10,18,1.6544,0.0298,0.4808,0.0086544
2019-07-30,2,30,0,,,,
2019-07-30,2,50,0,,,,
2019-07-30,3,10,0,,,,
2019-07-30,3,30,30,26,0.78,0.459,0.01377
2019-07-30,3,50,0,,,,
2019-07-30,4,10,0,,,,
2019-07-30,4,30,0,,,,
2019-07-30,4,50,0,,,,
2019-07-30,5,10,53,6.652,0.3526,2.286,0.121158
2019-07-30,5,30,5,1.1048,0.0055,0.1265,6.327e-4
2019-07-30,5,50,48,0.7868,0.0378,0.2996,0.0143808
2019-07-30,6,10,11,1.295,0.0142,0.3856,0.0042416
2019-07-30,6,30,51,19.054,0.9718,0.8244,0.0420444
2019-07-30,6,50,41,1.5842,0.065,1.0158,0.0416478
2019-08-13,1,10,2,,,,
2019-08-13,1,30,16,0.791,0.0127,0.2576,0.0041216
2019-08-13,1,50,0,,,,
2019-08-13,2,10,,1.807,,0.256,
2019-08-13,2,30,,,,,
2019-08-13,2,50,15,1.4536,0.0218,0.5682,0.008523
2019-08-13,3,10,11,1.5116,0.0166,0.263,0.002893
2019-08-13,3,30,17,1.0614,0.018,0.1961,0.00333336
2019-08-13,3,50,20,1.691,0.0338,0.156,0.0031204
2019-08-13,4,10,0,,,,
2019-08-13,4,30,10,1.4524,0.0145,0.1092,0.0010922
2019-08-13,4,50,,,,,
2019-08-13,5,10,1,,,,
2019-08-13,5,30,30,0.5094,0.0153,0.0626,0.0018786
2019-08-13,5,50,19,0.913,0.0173,0.1684,0.0031996
2019-08-13,6,10,14,1.2378,0.0173,0.2516,0.0035224
2019-08-13,6,30,,,,,
2019-08-13,6,50,13,1.2058,0.0157,1.0066,0.0130858
2019-08-27,1,10,0,,,,
2019-08-27,1,30,4,,,,
2019-08-27,1,50,0,,,,
2019-08-27,2,10,5,4.578,0.0229,0.5742,0.002871
2019-08-27,2,30,0,,,,
2019-08-27,2,50,0,,,,
2019-08-27,3,10,0,,,,
2019-08-27,3,30,10,8.03,0.0803,0.326,0.00326
2019-08-27,3,50,0,,,,
2019-08-27,4,10,0,,,,
2019-08-27,4,30,6,1.5048,0.009,0.249,0.001494
2019-08-27,4,50,0,,,,
2019-08-27,5,10,0,,,,
2019-08-27,5,30,,,,,
2019-08-27,5,50,0,,,,
2019-08-27,6,10,8,1.5454,0.0124,0.622,0.004976
2019-08-27,6,30,0,,,,
2019-08-27,6,50,0,,,,
2019-09-10,1,10,21,1.6374,0.0344,0.3908,0.0082068
2019-09-10,1,30,31,0.7832,0.0243,0.4006,0.0124186
2019-09-10,1,50,13,1.6418,0.0213,0.5796,0.0075348
2019-09-10,2,10,36,3.592,0.1293,0.2892,0.0104112
2019-09-10,2,30,6,1.4576,0.0087,0.6426,0.0038556
2019-09-10,2,50,49,1.443,0.0707,0.7474,0.0366226
2019-09-10,3,10,,,,,
2019-09-10,3,30,33,0.5954,0.0196,0.2132,0.0070356
2019-09-10,3,50,0,,,,
2019-09-10,4,10,6,5.868,0.0352,1.1798,0.0070788
2019-09-10,4,30,45,0.5288,0.0238,0.1193,0.0053676
2019-09-10,4,50,4,,,,
2019-09-10,5,10,34,2.488,0.0846,0.4022,0.0136748
2019-09-10,5,30,53,0.4892,0.0259,0.1735,0.00919338
2019-09-10,5,50,,,,,
2019-09-10,6,10,36,1.181,0.0425,0.5148,0.0185328
2019-09-10,6,30,8,2.998,0.024,0.8932,0.0071456
2019-09-10,6,50,16,1.1818,0.0189,1.2558,0.0200928
2019-09-26,1,10,4,7.55,0.0302,1.1824,0.0047296
2019-09-26,1,30,35,0.6402,0.0224,0.2812,0.009842
2019-09-26,1,50,20,0.838,0.0168,0.2142,0.004284
2019-09-26,2,10,6,3.074,0.0184,1.4446,0.0086676
2019-09-26,3,10,18,2.636,0.0474,0.4342,0.0078156
2019-09-26,3,30,0,,,,
2019-09-26,3,50,15,9.58,0.1437,2.462,0.03693
2019-09-26,4,10,4,24.5,0.098,1.931,0.007724
2019-09-26,4,30,20,1.2586,0.0252,0.5198,0.010396
2019-09-26,4,50,0,,,,
2019-09-26,5,10,15,1.8782,0.0282,0.6054,0.009081
2019-09-26,5,30,25,4.148,0.1037,0.3616,0.00904
2019-09-26,5,50,0,,,,
2019-09-26,6,10,0,,,,
2019-09-26,6,30,,,,,
2019-09-26,6,50,19,9.75,0.1853,0.8476,0.0161044
2019-10-08,1,10,0,,,,
2019-10-08,1,30,7,1.8086,0.0127,0.5002,0.0035014
2019-10-08,1,50,0,,,,
2019-10-08,2,10,2,,,,
2019-10-08,2,30,0,,,,
2019-10-08,2,50,17,1.385,0.0235,0.5242,0.0089114
2019-10-08,3,10,1,,,,
2019-10-08,3,30,8,1.3526,0.0108,0.3398,0.0027184
2019-10-08,3,50,13,2.284,0.0297,0.3464,0.0045032
2019-10-08,4,10,7,5.444,0.0381,0.6652,0.0046564
2019-10-08,4,30,1,,,,
2019-10-08,4,50,0,,,,
2019-10-08,5,10,0,,,,
2019-10-08,5,30,10,1.3616,0.0136,0.3572,0.003572
2019-10-08,5,50,7,3.288,0.023,1.7374,0.0121618
2019-10-08,6,10,10,1.776,0.0178,0.8154,0.008154
2019-10-08,6,30,0,,,,
2019-10-08,6,50,11,1.224,0.0135,0.608,0.006688
2019-10-22,1,10,0,,,,
2019-10-22,1,30,0,,,,
2019-10-22,1,50,0,,,,
2019-10-22,2,10,0,,,,
2019-10-22,2,30,0,,,,
2019-10-22,2,50,0,,,,
2019-10-22,3,10,7,5.164,0.0361,0.8184,0.0057288
2019-10-22,3,30,13,4.414,0.0574,0.3618,0.0047034
2019-10-22,3,50,18,2.072,0.0373,0.1746,0.00314208
2019-10-22,4,10,0,,,,
2019-10-22,4,30,0,,,,
2019-10-22,4,50,7,2.33,0.0163,0.3276,0.0022932
2019-10-22,5,10,0,,,,
2019-10-22,5,30,0,,,,
2019-10-22,5,50,0,,,,
2019-10-22,6,10,19,1.0724,0.0204,0.7242,0.0137598
2019-10-22,6,30,0,,,,
2019-10-22,6,50,0,,,,
2019-11-05,1,10,5,2.512,0.0126,0.2742,0.001371
2019-11-05,1,30,11,,,,
2019-11-05,1,50,4,,,,
2019-11-05,2,10,31,1.5664,0.0486,0.333,0.010323
2019-11-05,2,30,5,1.1588,0.0058,0.075,3.752e-4
2019-11-05,2,50,19,1.596,0.0303,0.2668,0.0050692
2019-11-05,3,10,50,0.489,0.0245,0.9698,0.04849
2019-11-05,3,30,31,1.1028,0.0342,0.6026,0.0186806
2019-11-05,3,50,0,,,,
2019-11-05,4,10,53,2.524,0.1338,0.4982,0.0264046
2019-11-05,4,30,16,1.3016,0.0208,0.0957,0.00153056
2019-11-05,4,50,,,,,
2019-11-05,5,10,18,1.8536,0.0334,0.7204,0.0129672
2019-11-05,5,30,48,0.6058,0.0291,0.1222,0.0058656
2019-11-05,5,50,54,2.148,0.116,1.4204,0.0767016
2019-11-05,6,10,31,2,0.062,0.7074,0.0219294
2019-11-05,6,30,,,,,
2019-11-05,6,50,14,1.4594,0.0204,0.4036,0.0056504
2019-11-20,1,10,0,,,,
2019-11-20,1,30,8,1.274,0.0102,0.371,0.002968
2019-11-20,1,50,4,3.16,0.0126,0.3352,0.0013408
2019-11-20,2,10,5,,,,
2019-11-20,2,30,0,,,,
2019-11-20,2,50,13,1.1698,0.0152,0.306,0.003978
2019-11-20,3,10,10,1.4548,0.0145,1.3534,0.013534
2019-11-20,3,30,13,1.0254,0.0133,0.702,0.009126
2019-11-20,3,50,0,,,,
2019-11-20,4,10,,,,,
2019-11-20,4,30,,,,,
2019-11-20,4,50,0,,,,
2019-11-20,5,10,,,,,
2019-11-20,5,30,1,,,,
2019-11-20,5,50,9,1.89,0.017,1.5748,0.0141732
2019-11-20,6,10,8,1.7486,0.014,0.7248,0.0057984
2019-11-20,6,30,0,,,,
2019-11-20,6,50,13,1.2764,0.0166,0.5886,0.0076518
2019-12-03,1,10,47,1.244,0.0585,0.1768,0.00830866
2019-12-03,1,30,51,0.4918,0.0251,0.2856,0.0145656
2019-12-03,1,50,53,0.541,0.0287,0.1848,0.0097944
2019-12-03,2,10,54,0.8464,0.0457,0.1251,0.00675648
2019-12-03,2,30,8,0.6378,0.0051,0.0767,6.1328e-4
2019-12-03,2,50,52,0.6492,0.0338,0.2658,0.0138216
2019-12-03,3,10,23,0.7814,0.018,1.6828,0.0387044
2019-12-03,3,30,27,0.4978,0.0134,0.926,0.025002
2019-12-03,3,50,0,,,,
2019-12-03,4,10,0,,,,
2019-12-03,4,30,52,0.4888,0.0254,0.1224,0.00636688
2019-12-03,4,50,10,0.9868,0.0099,0.0771,7.71e-4
2019-12-03,5,10,13,8.518,0.1107,0.7504,0.0097552
2019-12-03,5,30,6,7.974,0.0478,0.2516,0.0015096
2019-12-03,5,50,51,6.05,0.3086,1.047,0.053397
2019-12-03,6,10,55,5.844,0.3214,0.6728,0.037004
2019-12-03,6,30,4,,,,
2019-12-03,6,50,53,2.602,0.1379,0.611,0.032383
2019-12-17,1,10,17,1.2772,0.0217,0.1243,0.00211378
2019-12-17,1,30,42,0.5046,0.0212,0.3332,0.0139944
2019-12-17,1,50,53,0.4854,0.0257,0.2382,0.0126246
2019-12-17,2,10,43,0.655,0.0282,0.0983,0.00422518
2019-12-17,2,30,9,1.4496,0.013,0.3908,0.0035172
2019-12-17,2,50,53,0.5518,0.0292,0.3074,0.0162922
2019-12-17,3,10,48,0.4392,0.0211,2.024,0.097152
2019-12-17,3,30,49,1.2448,0.061,1.3146,0.0644154
2019-12-17,3,50,6,3.646,0.0219,0.6134,0.0036804
2019-12-17,4,10,25,2.904,0.0726,0.7808,0.01952
2019-12-17,4,30,54,0.4098,0.0221,0.1724,0.00930744
2019-12-17,4,50,50,0.5,0.025,0.1204,0.006022
2019-12-17,5,10,52,1.07,0.0556,0.6306,0.0327912
2019-12-17,5,30,53,0.423,0.0224,0.2116,0.0112148
2019-12-17,5,50,52,1.7574,0.0914,1.6136,0.0839072
2019-12-17,6,10,45,0.7516,0.0338,1.0064,0.045288
2019-12-17,6,30,2,,,,
2019-12-17,6,50,0,,,,
2019-12-31,1,10,10,1.4998,0.015,0.1807,0.0018072
2019-12-31,1,30,27,1.1016,0.0297,0.4644,0.0125388
2019-12-31,1,50,32,0.8364,0.0268,0.3512,0.0112384
2019-12-31,2,10,52,0.657,0.0342,0.1242,0.00645736
2019-12-31,2,30,7,1.9878,0.0139,0.4346,0.0030422
2019-12-31,2,50,38,0.8072,0.0307,0.3492,0.0132696
2019-12-31,3,10,35,0.4892,0.0171,1.6648,0.058268
2019-12-31,3,30,44,0.5358,0.0236,1.31,0.05764
2019-12-31,3,50,1,,,,
2019-12-31,4,10,54,2.148,0.116,1.1688,0.0631152
2019-12-31,4,30,45,0.7136,0.0321,0.2094,0.009423
2019-12-31,4,50,36,0.9654,0.0348,0.268,0.009648
2019-12-31,5,10,53,0.8636,0.0458,0.816,0.043248
2019-12-31,5,30,7,1.0842,0.0076,0.303,0.002121
2019-12-31,5,50,53,1.4058,0.0745,2.156,0.114268
2019-12-31,6,10,0,,,,
2019-12-31,6,30,3,,,,
2019-12-31,6,50,22,0.816,0.018,0.9072,0.0199584
2020-01-14,1,10,,,,,
2020-01-14,1,30,14,0.9032,0.0126,0.5348,0.0074872
2020-01-14,1,50,8,1.5814,0.0127,0.7206,0.0057648
2020-01-14,2,10,37,0.726,0.0269,0.1674,0.00619528
2020-01-14,2,30,7,1.319,0.0092,0.3888,0.0027216
2020-01-14,2,50,51,0.6686,0.0341,0.3584,0.0182784
2020-01-14,3,10,28,0.7428,0.0208,1.1034,0.0308952
2020-01-14,3,30,36,0.7218,0.026,1.606,0.057816
2020-01-14,3,50,0,,,,
2020-01-14,4,10,17,1.7972,0.0306,1.042,0.017714
2020-01-14,4,30,41,0.6662,0.0273,0.3398,0.0139318
2020-01-14,4,50,20,0.8776,0.0176,0.1885,0.0037708
2020-01-14,5,10,19,1.2002,0.0228,0.3462,0.0065778
2020-01-14,5,30,52,0.527,0.0274,0.2412,0.0125424
2020-01-14,5,50,51,1.826,0.0931,1.1106,0.0566406
2020-01-14,6,10,41,0.6774,0.0278,0.9108,0.0373428
2020-01-14,6,30,0,,,,
2020-01-14,6,50,22,0.7126,0.0157,0.9906,0.0217932
2020-01-28,1,10,49,1.9046,0.0933,0.2546,0.0124754
2020-01-28,1,30,51,0.4534,0.0231,0.343,0.017493
2020-01-28,1,50,56,0.8318,0.0466,0.3678,0.0205968
2020-01-28,2,10,46,1.4642,0.0674,0.1411,0.00649244
2020-01-28,2,30,16,0.7556,0.0121,0.1725,0.00276
2020-01-28,2,50,55,0.5236,0.0288,0.3522,0.019371
2020-01-28,3,10,25,0.8372,0.0209,0.7864,0.01966
2020-01-28,3,30,40,0.4874,0.0195,1.3044,0.052176
2020-01-28,3,50,42,0.8814,0.037,0.964,0.040488
2020-01-28,4,10,53,4.56,0.2417,0.6084,0.0322452
2020-01-28,4,30,37,0.6144,0.0227,0.204,0.007548
2020-01-28,4,50,52,0.3942,0.0205,0.0936,0.00486512
2020-01-28,5,10,53,0.7518,0.0398,0.2756,0.0146068
2020-01-28,5,30,54,0.4392,0.0237,0.1665,0.00899316
2020-01-28,5,50,54,3.284,0.1773,0.5542,0.0299268
2020-01-28,6,10,55,2.45,0.1348,0.5356,0.029458
2020-01-28,6,30,14,0.928,0.013,0.6254,0.0087556
2020-01-28,6,50,3,,,,
2020-02-11,1,10,0,,,,
2020-02-11,1,30,,,,,
2020-02-11,1,50,7,1.6174,0.0113,0.6588,0.0046116
2020-02-11,2,10,4,1.276,0.0051,0.2518,0.0010072
2020-02-11,2,30,,,,,
2020-02-11,2,50,13,0.967,0.0126,0.3968,0.0051584
2020-02-11,3,10,6,0.919,0.0055,0.782,0.004692
2020-02-11,3,30,10,1.7026,0.017,2.102,0.02102
2020-02-11,3,50,6,5.314,0.0319,0.8862,0.0053172
2020-02-11,4,10,0,,,,
2020-02-11,4,30,,,,,
2020-02-11,4,50,2,,,,
2020-02-11,5,10,0,,,,
2020-02-11,5,30,16,0.812,0.013,0.2354,0.0037664
2020-02-11,5,50,9,1.5006,0.0135,1.3702,0.0123318
2020-02-11,6,10,9,1.5202,0.0137,0.6622,0.0059598
2020-02-11,6,30,,,,,
2020-02-11,6,50,13,0.9576,0.0124,1.0642,0.0138346
2020-02-25,1,10,11,1.0366,0.0114,0.1419,0.0015609
2020-02-25,1,30,45,0.5174,0.0233,0.4254,0.019143
2020-02-25,1,50,42,0.7212,0.0303,0.3098,0.0130116
2020-02-25,2,10,41,0.593,0.0243,0.0814,0.00333822
2020-02-25,2,30,21,0.6204,0.013,0.1069,0.0022449
2020-02-25,2,50,52,0.5826,0.0303,0.2658,0.0138216
2020-02-25,3,10,9,1.0752,0.0097,0.7396,0.0066564
2020-02-25,3,30,43,0.5732,0.0246,0.892,0.038356
2020-02-25,3,50,52,0.8594,0.0447,0.5724,0.0297648
2020-02-25,4,10,4,2.634,0.0105,0.9476,0.0037904
2020-02-25,4,30,52,0.6014,0.0313,0.0988,0.0051376
2020-02-25,4,50,54,0.577,0.0312,0.0937,0.00505872
2020-02-25,5,10,54,1.7206,0.0929,0.1648,0.00890028
2020-02-25,5,30,40,0.4446,0.0178,0.1109,0.0044368
2020-02-25,5,50,55,2.506,0.1378,0.4982,0.027401
2020-02-25,6,10,53,0.8338,0.0442,0.4674,0.0247722
2020-02-25,6,30,,,,,
2020-02-25,6,50,0,,,,
2020-03-10,1,10,19,1.0278,0.0195,0.2154,0.0040926
2020-03-10,1,30,42,0.5576,0.0234,0.3726,0.0156492
2020-03-10,1,50,52,0.5268,0.0274,0.3636,0.0189072
2020-03-10,2,10,46,0.6458,0.0297,0.0547,0.00251528
2020-03-10,2,30,9,1.4284,0.0129,0.1559,0.00140292
2020-03-10,2,50,35,1.4496,0.0507,0.263,0.009205
2020-03-10,3,10,39,0.6118,0.0239,0.7986,0.0311454
2020-03-10,3,30,38,0.5288,0.0201,0.544,0.020672
2020-03-10,3,50,55,0.8956,0.0493,0.8746,0.048103
2020-03-10,4,10,24,3.544,0.0851,0.2428,0.0058272
2020-03-10,4,30,52,0.626,0.0326,0.1511,0.00785824
2020-03-10,4,50,53,0.5536,0.0293,0.0815,0.00431844
2020-03-10,5,10,54,1.5534,0.0839,0.143,0.007722
2020-03-10,5,30,49,0.4576,0.0224,0.123,0.00602602
2020-03-10,5,50,48,4.248,0.2039,0.7204,0.0345792
2020-03-10,6,10,54,1.2874,0.0695,0.4928,0.0266112
2020-03-10,6,30,,,,,
2020-03-10,6,50,7,1.4942,0.0105,1.221,0.008547
2020-04-15,1,10,0,,,,
2020-04-15,1,30,12,1.691,0.0203,0.4,0.0048
2020-04-15,1,50,27,1.2424,0.0335,0.5768,0.0155736
2020-04-15,2,10,0,,,,
2020-04-15,2,30,5,6.654,0.0333,0.3228,0.001614
2020-04-15,2,50,18,2.558,0.046,0.2324,0.0041832
2020-04-15,3,10,8,4.79,0.0383,1.2978,0.0103824
2020-04-15,3,30,5,5.396,0.027,0.4248,0.002124
2020-04-15,3,50,0,,,,
2020-04-15,4,10,0,,,,
2020-04-15,4,30,,,,,
2020-04-15,4,50,,,,,
2020-04-15,5,10,0,,,,
2020-04-15,5,30,9,4.502,0.0405,0.7524,0.0067716
2020-04-15,5,50,2,,,,
2020-04-15,6,10,8,4.676,0.0374,0.5202,0.0041616
2020-04-15,6,30,,,,,
2020-04-15,6,50,,,,,
2020-04-29,1,10,0,,,,
2020-04-29,1,30,,,,,
2020-04-29,1,50,4,3.48,0.0139,0.7108,0.0028432
2020-04-29,2,10,0,,,,
2020-04-29,2,30,0,,,,
2020-04-29,2,50,0,,,,
2020-04-29,3,10,,,,,
2020-04-29,3,30,0,,,,
2020-04-29,3,50,0,,,,
2020-04-29,4,10,0,,,,
2020-04-29,4,30,0,,,,
2020-04-29,4,50,0,,,,
2020-04-29,5,10,0,,,,
2020-04-29,5,30,0,,,,
2020-04-29,5,50,0,,,,
2020-04-29,6,10,0,,,,
2020-04-29,6,30,0,,,,
2020-04-29,6,50,0,,,,
2020-05-12,1,10,23,1.0212,0.0235,0.1577,0.00362664
2020-05-12,1,30,10,1.2854,0.0129,0.3596,0.003596
2020-05-12,1,50,23,0.9804,0.0225,0.5884,0.0135332
2020-05-12,2,10,0,,,,
2020-05-12,2,30,38,1.7882,0.068,0.271,0.010298
2020-05-12,2,50,13,1.5778,0.0205,0.1602,0.00208312
2020-05-12,3,10,20,1.168,0.0234,0.3202,0.006404
2020-05-12,3,30,15,1.0366,0.0155,0.2824,0.004236
2020-05-12,3,50,0,,,,
2020-05-12,4,10,0,,,,
2020-05-12,4,30,12,0.9382,0.0113,0.1766,0.00211968
2020-05-12,4,50,0,,,,
2020-05-12,5,10,0,,,,
2020-05-12,5,30,20,1.1502,0.023,0.1364,0.0027288
2020-05-12,5,50,47,2.216,0.1042,0.4484,0.0210748
2020-05-12,6,10,37,56.96,2.1075,0.253,0.009361
2020-05-12,6,30,0,,,,
2020-05-12,6,50,3,,,,
2020-06-02,1,10,0,,,,
2020-06-02,1,30,1,,,,
2020-06-02,1,50,3,,,,
2020-06-02,2,10,0,,,,
2020-06-02,2,30,0,,,,
2020-06-02,2,50,0,,,,
2020-06-02,3,10,1,,,,
2020-06-02,3,30,0,,,,
2020-06-02,3,50,0,,,,
2020-06-02,4,10,0,,,,
2020-06-02,4,30,0,,,,
2020-06-02,4,50,0,,,,
2020-06-02,5,10,0,,,,
2020-06-02,5,30,1,,,,
2020-06-02,5,50,1,,,,
2020-06-02,6,10,0,,,,
2020-06-02,6,30,0,,,,
2020-06-02,6,50,0,,,,
2020-06-16,1,10,,,,,
2020-06-16,1,30,14,0.9122,0.0128,0.3214,0.0044996
2020-06-16,1,50,28,0.7556,0.0212,0.471,0.013188
2020-06-16,2,10,0,,,,
2020-06-16,2,30,5,2.904,0.0145,0.857,0.004285
2020-06-16,2,50,17,1.1584,0.0197,0.3612,0.0061404
2020-06-16,3,10,9,1.501,0.0135,0.6454,0.0058086
2020-06-16,3,30,12,1.3274,0.0159,0.3124,0.0037488
2020-06-16,3,50,0,,,,
2020-06-16,4,10,0,,,,
2020-06-16,4,30,,,,,
2020-06-16,4,50,,,,,
2020-06-16,5,10,1,,,,
2020-06-16,5,30,20,0.8526,0.0171,0.2738,0.005476
2020-06-16,5,50,8,2.316,0.0185,0.2028,0.0016224
2020-06-16,6,10,4,2.652,0.0106,1.104,0.004416
2020-06-16,6,30,0,,,,
2020-06-16,6,50,,,,,
2020-06-30,1,10,0,,,,
2020-06-30,1,30,0,,,,
2020-06-30,1,50,,,,,
2020-06-30,2,10,0,,,,
2020-06-30,2,30,0,,,,
2020-06-30,2,50,,,,,
2020-06-30,3,10,16,1.1668,0.0187,0.4144,0.0066304
2020-06-30,3,30,10,1.0234,0.0102,0.2622,0.002622
2020-06-30,3,50,0,,,,
2020-06-30,4,10,0,,,,
2020-06-30,4,30,0,,,,
2020-06-30,4,50,0,,,,
2020-06-30,5,10,1,,,,
2020-06-30,5,30,14,1.0566,0.0148,0.237,0.003318
2020-06-30,5,50,5,3.116,0.0156,1.1788,0.005894
2020-06-30,6,10,1,,,,
2020-06-30,6,30,2,,,,
2020-06-30,6,50,0,,,,
2020-07-14,1,10,3,,,,
2020-07-14,1,30,19,1.0088,19.1672,0.4296,8.1624
2020-07-14,1,50,31,0.9912,30.7272,0.3802,11.785
2020-07-14,2,10,1,,,,
2020-07-14,2,30,9,2.4692,22.2228,0.2195,1.9757
2020-07-14,2,50,26,1.4276,37.1176,0.1459,3.7939
2020-07-14,3,10,32,0.974,31.168,0.166,5.312
2020-07-14,3,30,33,0.9556,31.5348,0.2164,7.1425
2020-07-14,3,50,2,,,,
2020-07-14,4,10,7,,,,
2020-07-14,4,30,18,1.3068,23.5224,0.0628,1.1304
2020-07-14,4,50,5,,,,
2020-07-14,5,10,15,1.764,26.46,0.1915,2.8728
2020-07-14,5,30,42,1.012,42.504,0,0
2020-07-14,5,50,17,2.1792,37.0464,0.1882,3.1994
2020-07-14,6,10,11,1.5752,17.3272,0.0188,0.2064
2020-07-14,6,30,6,,,,
2020-07-14,6,50,2,,,,
2020-07-28,1,10,1,,,,
2020-07-28,1,30,8,1.8636,14.9088,0.5536,4.4288
2020-07-28,1,50,11,1.994,21.934,0.0813,0.8945
2020-07-28,2,10,7,,,,
2020-07-28,2,30,5,,,,
2020-07-28,2,50,,,,,
2020-07-28,3,10,25,0.9216,23.04,0.3922,9.806
2020-07-28,3,30,30,0.9552,28.656,0.1548,4.6428
2020-07-28,3,50,3,,,,
2020-07-28,4,10,,,,,
2020-07-28,4,30,39,0.8532,33.2748,0.175,6.8266
2020-07-28,4,50,3,,,,
2020-07-28,5,10,30,2.4348,73.044,0.3498,10.4952
2020-07-28,5,30,37,1.1584,42.8608,0.1771,6.5534
2020-07-28,5,50,48,2.2868,109.7664,0.287,13.7741
2020-07-28,6,10,24,1.274,30.576,0.2035,4.8845
2020-07-28,6,30,39,4.092,159.588,0.5544,21.6216
2020-07-28,6,50,1,,,,
2020-08-11,1,10,0,,,,
2020-08-11,1,30,2,,,,
2020-08-11,1,50,5,,,,
2020-08-11,2,10,0,,,,
2020-08-11,2,30,1,,,,
2020-08-11,2,50,8,1.3096,10.4768,0.338,2.704
2020-08-11,3,10,5,,,,
2020-08-11,3,30,1,,,,
2020-08-11,3,50,1,,,,
2020-08-11,4,10,0,,,,
2020-08-11,4,30,1,,,,
2020-08-11,4,50,0,,,,
2020-08-11,5,10,1,,,,
2020-08-11,5,30,0,,,,
2020-08-11,5,50,3,,,,
2020-08-11,6,10,1,,,,
2020-08-11,6,30,18,2.526,45.468,0.5784,10.4112
2020-08-11,6,50,0,,,,
2020-09-09,1,10,10,1.9828,19.828,0.1886,1.8856
2020-09-09,1,30,22,1.1084,24.3848,0.4992,10.9824
2020-09-09,1,50,34,1.7484,59.4456,0.0226,0.767
2020-09-09,2,10,24,1.9244,46.1856,0.8592,20.6208
2020-09-09,2,30,23,1.6164,37.1772,0.175,4.0259
2020-09-09,2,50,42,0.928,38.976,0.1788,7.5113
2020-09-09,3,10,41,0.7736,31.7176,0.3888,15.9408
2020-09-09,3,30,42,0.7608,31.9536,0.042,1.764
2020-09-09,3,50,4,2.936,11.744,0.5248,2.0992
2020-09-09,4,10,0,,,,
2020-09-09,4,30,43,0.9824,42.2432,0.0734,3.1545
2020-09-09,4,50,18,1.6104,28.9872,0.2224,4.0032
2020-09-09,5,10,53,2.5244,133.7932,1.0128,53.6784
2020-09-09,5,30,52,1.2564,65.3328,0.0956,4.9733
2020-09-09,5,50,54,3.7532,202.6728,0.3096,16.7162
2020-09-09,6,10,37,1.8148,67.1476,0.1586,5.8682
2020-09-09,6,30,26,2.6552,69.0352,0.3461,8.9991
2020-09-09,6,50,2,,,,
2020-09-23,1,10,0,,,,
2020-09-23,1,30,3,,,,
2020-09-23,1,50,1,,,,
2020-09-23,2,10,1,,,,
2020-09-23,2,30,2,,,,
2020-09-23,2,50,11,1.3644,15.0084,0.2927,3.2195
2020-09-23,3,10,0,,,,
2020-09-23,3,30,0,,,,
2020-09-23,3,50,0,,,,
2020-09-23,4,10,0,,,,
2020-09-23,4,30,0,,,,
2020-09-23,4,50,0,,,,
2020-09-23,5,10,0,,,,
2020-09-23,5,30,3,,,,
2020-09-23,5,50,1,,,,
2020-09-23,6,10,0,,,,
2020-09-23,6,30,1,,,,
2020-09-23,6,50,0,,,,
2020-10-06,1,10,14,2.1012,29.4168,0.1739,2.4349
2020-10-06,1,30,26,2.0508,53.3208,0.5716,14.8616
2020-10-06,1,50,26,1.5416,40.0816,0.1744,4.5354
2020-10-06,2,10,51,2.198,112.098,0.8644,44.0844
2020-10-06,2,30,17,1.442,24.514,0.167,2.8383
2020-10-06,2,50,39,1.5576,60.7464,0.2929,11.4223
2020-10-06,3,10,47,0.9428,44.3116,0.5156,24.2332
2020-10-06,3,30,51,1.586,80.886,0.2748,14.0128
2020-10-06,3,50,,,,,
2020-10-06,4,10,,,,,
2020-10-06,4,30,44,3.3556,147.6464,0.3054,13.4394
2020-10-06,4,50,47,1.2292,57.7724,0.0905,4.2526
2020-10-06,5,10,50,3.1376,156.88,2.5116,125.58
2020-10-06,5,30,53,2.3764,125.9492,0.6368,33.7504
2020-10-06,5,50,51,1.098,55.998,0.1942,9.9062
2020-10-06,6,10,31,2.5136,77.9216,0.2338,7.2466
2020-10-06,6,30,30,4.236,127.08,1.0352,31.056
2020-10-06,6,50,1,,,,
2020-10-20,1,10,3,2.1308,6.3924,0.466,1.398
